Record_ID,Client_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
REC_07546,Client_083,2025-01-06 05:46:00,AutonomousVehicle,15.06,-54.8,7.136,38.01,0.8698,3.56,42,0.4326,0.5635
REC_07547,Client_056,2025-01-06 05:47:00,AutonomousVehicle,95.31,-65.5,0.454,29.56,0.8066,2.24,56,0.3318,0.3254
REC_07548,Client_094,2025-01-06 05:48:00,IndustrialController,10.34,-52.1,9.474,2.25,0.9262,1.25,87,0.7753,0.6655
REC_07549,Client_020,2025-01-06 05:49:00,AutonomousVehicle,97.91,-61.6,9.148,36.64,0.7676,2.13,92,0.5489,0.0393
REC_07550,Client_046,2025-01-06 05:50:00,Wearable,75.6,-62.2,6.541,5.7,0.7235,3.0,83,0.3216,0.2764
REC_07551,Client_082,2025-01-06 05:51:00,SmartSensor,39.56,-62.5,2.302,27.63,0.9445,4.69,59,0.5378,0.5483
REC_07552,Client_001,2025-01-06 05:52:00,IndustrialController,72.8,-84.3,8.541,15.76,0.863,2.55,71,0.9326,0.7768
REC_07553,Client_010,2025-01-06 05:53:00,AutonomousVehicle,83.61,-65.3,5.757,176.12,0.8648,4.45,87,0.2619,0.8334
REC_07554,Client_099,2025-01-06 05:54:00,Wearable,32.08,-52.9,10.943,1.77,0.9044,4.92,71,0.452,0.9145
REC_07555,Client_030,2025-01-06 05:55:00,IndustrialController,79.38,-60.2,2.817,41.05,0.8054,2.84,73,0.2878,0.3783
REC_07556,Client_097,2025-01-06 05:56:00,AutonomousVehicle,82.39,-72.9,0.843,8.24,0.7966,0.82,92,0.5755,0.5873
REC_07557,Client_020,2025-01-06 05:57:00,IndustrialController,32.44,-50.4,3.378,19.23,0.9373,4.39,82,0.9019,0.5859
REC_07558,Client_041,2025-01-06 05:58:00,AutonomousVehicle,13.77,-63.0,4.583,10.16,0.7967,4.33,76,0.6525,0.8994
REC_07559,Client_076,2025-01-06 05:59:00,IndustrialController,28.37,-72.2,4.236,266.41,0.7196,4.36,79,0.1944,0.8462
REC_07560,Client_059,2025-01-06 06:00:00,Wearable,28.06,-37.9,1.927,1.64,0.777,4.76,83,0.1292,0.4245
REC_07561,Client_050,2025-01-06 06:01:00,Wearable,15.87,-70.5,3.167,38.97,0.9184,1.45,73,0.0351,0.595
REC_07562,Client_048,2025-01-06 06:02:00,SmartSensor,75.34,-51.2,3.062,46.83,0.7237,1.73,81,0.8407,0.9157
REC_07563,Client_087,2025-01-06 06:03:00,IndustrialController,44.2,-67.7,3.432,73.96,0.8792,3.47,64,0.4716,0.9998
REC_07564,Client_018,2025-01-06 06:04:00,SmartSensor,89.59,-58.6,6.175,49.17,0.7666,2.86,85,0.4227,0.7385
REC_07565,Client_047,2025-01-06 06:05:00,IndustrialController,32.7,-69.0,0.378,13.16,0.8864,4.36,70,0.2641,0.0685
REC_07566,Client_017,2025-01-06 06:06:00,AutonomousVehicle,50.79,-72.4,3.728,45.57,0.8286,1.35,65,0.4301,0.8918
REC_07567,Client_056,2025-01-06 06:07:00,AutonomousVehicle,67.51,-54.8,4.127,184.38,0.8591,3.33,89,0.3524,0.4779
REC_07568,Client_019,2025-01-06 06:08:00,SmartSensor,88.97,-55.9,1.136,94.34,0.7608,4.71,79,0.7437,0.3506
REC_07569,Client_035,2025-01-06 06:09:00,IndustrialController,57.22,-48.6,5.155,30.21,0.742,1.16,77,0.7069,0.2901
REC_07570,Client_043,2025-01-06 06:10:00,SmartSensor,43.62,-60.3,4.168,32.45,0.7158,1.6,80,0.446,0.8037
REC_07571,Client_003,2025-01-06 06:11:00,Wearable,88.03,-37.8,8.439,7.13,0.9064,2.1,56,0.6538,0.8983
REC_07572,Client_010,2025-01-06 06:12:00,SmartSensor,37.92,-57.3,1.5,42.19,0.8776,0.53,83,0.5893,0.6857
REC_07573,Client_063,2025-01-06 06:13:00,SmartSensor,17.15,-54.3,1.081,16.44,0.7733,0.97,73,0.641,0.0596
REC_07574,Client_048,2025-01-06 06:14:00,AutonomousVehicle,50.05,-73.6,10.344,5.72,0.9092,1.97,93,0.7594,0.9868
REC_07575,Client_083,2025-01-06 06:15:00,SmartSensor,80.66,-66.1,2.225,32.14,0.9084,0.46,104,0.0919,0.5578
REC_07576,Client_069,2025-01-06 06:16:00,IndustrialController,12.77,-54.8,7.226,2.31,0.7344,1.88,79,0.8319,0.8275
REC_07577,Client_000,2025-01-06 06:17:00,AutonomousVehicle,62.73,-60.8,3.389,6.4,0.8784,1.3,80,0.2827,0.7211
REC_07578,Client_055,2025-01-06 06:18:00,SmartSensor,63.5,-58.1,3.556,12.36,0.7731,4.34,77,0.3816,0.3353
REC_07579,Client_010,2025-01-06 06:19:00,Wearable,93.57,-68.2,2.126,233.54,0.8168,3.08,53,0.2766,0.9179
REC_07580,Client_077,2025-01-06 06:20:00,SmartSensor,35.78,-58.8,2.948,82.64,0.8075,4.5,56,0.8268,0.3048
REC_07581,Client_097,2025-01-06 06:21:00,SmartSensor,35.1,-58.8,1.174,39.02,0.85,1.09,59,0.8698,0.9798
REC_07582,Client_048,2025-01-06 06:22:00,SmartSensor,49.64,-71.8,1.487,13.24,0.7868,0.5,82,0.1405,0.984
REC_07583,Client_069,2025-01-06 06:23:00,AutonomousVehicle,42.12,-53.6,4.264,36.59,0.7183,1.83,93,0.522,0.0432
REC_07584,Client_027,2025-01-06 06:24:00,IndustrialController,76.27,-77.0,4.556,52.35,0.8682,0.38,80,0.3818,0.1293
REC_07585,Client_046,2025-01-06 06:25:00,Wearable,67.76,-58.2,4.385,0.23,0.9401,4.43,60,0.182,0.2344
REC_07586,Client_083,2025-01-06 06:26:00,SmartSensor,78.3,-42.3,6.894,220.7,0.867,1.02,50,0.5566,0.3693
REC_07587,Client_016,2025-01-06 06:27:00,IndustrialController,83.8,-53.2,5.502,49.28,0.8349,0.79,69,0.3656,0.6534
REC_07588,Client_029,2025-01-06 06:28:00,IndustrialController,93.07,-53.3,1.166,222.18,0.7409,3.96,69,0.7156,0.3651
REC_07589,Client_049,2025-01-06 06:29:00,AutonomousVehicle,48.78,-69.0,0.712,31.66,0.8563,3.59,84,0.8363,0.9373
REC_07590,Client_066,2025-01-06 06:30:00,Wearable,98.62,-42.3,5.832,48.84,0.8528,0.38,88,0.0135,0.4761
REC_07591,Client_041,2025-01-06 06:31:00,AutonomousVehicle,29.41,-46.2,1.191,30.94,0.8547,2.6,77,0.5477,0.5573
REC_07592,Client_096,2025-01-06 06:32:00,IndustrialController,74.29,-68.4,4.031,0.48,0.9231,2.3,61,0.5809,0.6263
REC_07593,Client_011,2025-01-06 06:33:00,IndustrialController,58.06,-64.7,1.725,94.82,0.8791,2.0,75,0.3181,0.4254
REC_07594,Client_039,2025-01-06 06:34:00,IndustrialController,83.52,-47.5,1.926,29.8,0.8958,0.72,51,0.8028,0.6346
REC_07595,Client_070,2025-01-06 06:35:00,AutonomousVehicle,52.91,-42.0,3.279,31.83,0.7783,3.96,71,0.9096,0.0896
REC_07596,Client_021,2025-01-06 06:36:00,Wearable,80.55,-72.6,1.662,22.31,0.7676,1.28,89,0.7642,0.5021
REC_07597,Client_058,2025-01-06 06:37:00,SmartSensor,93.72,-70.0,2.446,28.34,0.7517,2.35,73,0.5274,0.3302
REC_07598,Client_019,2025-01-06 06:38:00,AutonomousVehicle,75.91,-61.4,3.421,64.65,0.8946,4.42,90,0.0112,0.202
REC_07599,Client_007,2025-01-06 06:39:00,IndustrialController,79.85,-81.7,6.498,60.3,0.8746,1.66,70,0.4219,0.0377
REC_07600,Client_011,2025-01-06 06:40:00,AutonomousVehicle,16.05,-59.8,6.885,82.61,0.7855,0.28,80,0.6938,0.7809
REC_07601,Client_096,2025-01-06 06:41:00,IndustrialController,28.45,-48.1,6.548,183.78,0.7353,4.46,57,0.1594,0.1214
REC_07602,Client_048,2025-01-06 06:42:00,SmartSensor,97.69,-74.4,1.983,24.81,0.9117,2.52,79,0.7758,0.171
REC_07603,Client_077,2025-01-06 06:43:00,SmartSensor,72.39,-58.7,1.464,20.7,0.7961,2.54,74,0.6135,0.1682
REC_07604,Client_033,2025-01-06 06:44:00,Wearable,60.53,-65.8,2.084,34.01,0.7474,2.8,69,0.3316,0.9804
REC_07605,Client_062,2025-01-06 06:45:00,IndustrialController,43.03,-43.6,1.727,8.38,0.7361,0.98,89,0.8485,0.2534
REC_07606,Client_048,2025-01-06 06:46:00,Wearable,14.0,-65.7,6.959,70.95,0.9299,3.6,80,0.6431,0.1863
REC_07607,Client_099,2025-01-06 06:47:00,Wearable,43.22,-44.8,3.903,43.51,0.7325,1.23,70,0.3035,0.9692
REC_07608,Client_067,2025-01-06 06:48:00,SmartSensor,54.9,-66.0,5.982,11.87,0.7899,1.58,90,0.1973,0.6272
REC_07609,Client_073,2025-01-06 06:49:00,AutonomousVehicle,29.03,-52.3,1.051,99.77,0.858,3.19,100,0.1569,0.6825
REC_07610,Client_004,2025-01-06 06:50:00,AutonomousVehicle,25.58,-57.5,6.883,48.26,0.802,3.77,61,0.9867,0.8149
REC_07611,Client_050,2025-01-06 06:51:00,Wearable,55.76,-61.4,1.382,1.73,0.8194,3.68,71,0.8689,0.5463
REC_07612,Client_043,2025-01-06 06:52:00,SmartSensor,62.73,-67.9,3.104,10.94,0.9007,0.51,77,0.6882,0.5428
REC_07613,Client_096,2025-01-06 06:53:00,IndustrialController,31.59,-56.8,4.524,110.86,0.9498,3.8,107,0.4706,0.9983
REC_07614,Client_030,2025-01-06 06:54:00,AutonomousVehicle,62.87,-64.4,5.683,23.99,0.8168,3.35,66,0.8481,0.6899
REC_07615,Client_029,2025-01-06 06:55:00,Wearable,91.03,-66.9,4.125,207.87,0.7947,3.06,72,0.7032,0.7115
REC_07616,Client_047,2025-01-06 06:56:00,AutonomousVehicle,52.59,-45.3,3.944,37.72,0.8017,4.84,90,0.5572,0.0882
REC_07617,Client_029,2025-01-06 06:57:00,AutonomousVehicle,87.17,-54.5,1.389,11.65,0.7923,1.8,92,0.7799,0.1143
REC_07618,Client_012,2025-01-06 06:58:00,IndustrialController,93.45,-53.6,1.871,45.06,0.8184,3.45,62,0.1192,0.5077
REC_07619,Client_083,2025-01-06 06:59:00,SmartSensor,18.32,-63.9,2.543,5.4,0.7833,2.91,77,0.8744,0.7287
REC_07620,Client_062,2025-01-06 07:00:00,IndustrialController,18.62,-61.9,4.987,82.39,0.8157,2.0,71,0.1279,0.7539
REC_07621,Client_083,2025-01-06 07:01:00,SmartSensor,52.84,-62.5,1.884,49.42,0.9364,3.96,52,0.9043,0.7835
REC_07622,Client_090,2025-01-06 07:02:00,AutonomousVehicle,62.93,-56.6,5.785,166.14,0.7716,2.08,64,0.2198,0.7128
REC_07623,Client_030,2025-01-06 07:03:00,Wearable,48.33,-53.6,4.714,58.58,0.863,2.84,83,0.3883,0.1173
REC_07624,Client_059,2025-01-06 07:04:00,IndustrialController,39.38,-60.3,3.966,2.52,0.8217,2.85,67,0.7601,0.8339
REC_07625,Client_009,2025-01-06 07:05:00,SmartSensor,67.69,-67.9,2.024,32.35,0.8831,2.61,87,0.1137,0.7667
REC_07626,Client_092,2025-01-06 07:06:00,AutonomousVehicle,10.19,-52.4,3.53,37.89,0.8181,2.34,80,0.9747,0.3735
REC_07627,Client_037,2025-01-06 07:07:00,SmartSensor,97.13,-59.7,0.63,124.31,0.7401,0.92,77,0.7491,0.4087
REC_07628,Client_037,2025-01-06 07:08:00,SmartSensor,30.89,-74.4,3.026,28.32,0.9181,1.28,70,0.2605,0.5536
REC_07629,Client_029,2025-01-06 07:09:00,SmartSensor,92.54,-81.4,0.257,45.01,0.8689,0.71,77,0.8876,0.9928
REC_07630,Client_049,2025-01-06 07:10:00,AutonomousVehicle,19.81,-57.0,3.484,10.29,0.8315,3.65,89,0.0415,0.7442
REC_07631,Client_027,2025-01-06 07:11:00,Wearable,31.43,-68.3,3.923,14.03,0.9078,3.75,52,0.0109,0.8378
REC_07632,Client_035,2025-01-06 07:12:00,Wearable,31.14,-55.7,2.933,39.77,0.944,3.23,60,0.3237,0.2057
REC_07633,Client_074,2025-01-06 07:13:00,Wearable,99.65,-67.8,1.35,59.7,0.8023,4.6,90,0.1015,0.5058
REC_07634,Client_082,2025-01-06 07:14:00,SmartSensor,10.41,-58.7,6.712,28.59,0.7883,1.4,51,0.8199,0.5627
REC_07635,Client_037,2025-01-06 07:15:00,AutonomousVehicle,67.57,-63.8,3.619,28.34,0.8884,4.12,61,0.3845,0.0442
REC_07636,Client_043,2025-01-06 07:16:00,SmartSensor,88.27,-42.5,2.922,14.79,0.8137,1.01,81,0.6196,0.1115
REC_07637,Client_088,2025-01-06 07:17:00,Wearable,70.5,-50.5,2.386,59.89,0.7214,0.43,78,0.8229,0.2144
REC_07638,Client_006,2025-01-06 07:18:00,Wearable,42.65,-46.5,0.75,0.27,0.7886,0.1,66,0.153,0.8834
REC_07639,Client_090,2025-01-06 07:19:00,AutonomousVehicle,96.25,-59.8,1.862,35.95,0.9022,2.95,85,0.9737,0.7752
REC_07640,Client_015,2025-01-06 07:20:00,SmartSensor,90.42,-51.8,3.586,0.18,0.8767,3.92,57,0.6515,0.4863
REC_07641,Client_069,2025-01-06 07:21:00,IndustrialController,49.06,-59.1,5.755,45.0,0.9157,4.13,107,0.0654,0.7842
REC_07642,Client_062,2025-01-06 07:22:00,IndustrialController,61.6,-45.3,2.017,1.57,0.7367,2.41,83,0.5403,0.5213
REC_07643,Client_050,2025-01-06 07:23:00,Wearable,97.08,-60.7,6.948,140.73,0.761,0.39,74,0.8709,0.9219
REC_07644,Client_090,2025-01-06 07:24:00,AutonomousVehicle,98.43,-74.0,3.461,32.5,0.7537,0.28,90,0.8979,0.2852
REC_07645,Client_011,2025-01-06 07:25:00,SmartSensor,50.48,-80.0,10.217,57.6,0.9428,4.6,86,0.7478,0.1189
REC_07646,Client_031,2025-01-06 07:26:00,SmartSensor,86.26,-43.3,5.971,96.07,0.7422,0.56,88,0.9722,0.049
REC_07647,Client_050,2025-01-06 07:27:00,Wearable,37.18,-55.2,9.708,13.42,0.8495,3.94,72,0.499,0.4382
REC_07648,Client_078,2025-01-06 07:28:00,Wearable,43.46,-54.6,3.875,38.83,0.8582,0.44,56,0.4031,0.3053
REC_07649,Client_014,2025-01-06 07:29:00,SmartSensor,24.83,-45.1,2.001,99.55,0.8547,1.0,87,0.2209,0.9674
REC_07650,Client_078,2025-01-06 07:30:00,SmartSensor,28.83,-76.5,2.779,38.59,0.8729,0.9,85,0.4575,0.8824
REC_07651,Client_037,2025-01-06 07:31:00,Wearable,69.12,-63.6,2.385,24.94,0.821,1.46,85,0.8573,0.4299
REC_07652,Client_012,2025-01-06 07:32:00,SmartSensor,55.97,-62.4,3.297,23.01,0.7209,2.09,66,0.0544,0.0166
REC_07653,Client_077,2025-01-06 07:33:00,IndustrialController,30.8,-52.6,2.47,24.23,0.8753,0.71,86,0.224,0.094
REC_07654,Client_010,2025-01-06 07:34:00,Wearable,46.26,-66.9,8.117,47.78,0.7703,4.87,69,0.9716,0.2154
REC_07655,Client_048,2025-01-06 07:35:00,SmartSensor,43.59,-72.0,7.492,2.34,0.719,0.11,90,0.7904,0.3922
REC_07656,Client_007,2025-01-06 07:36:00,Wearable,98.86,-72.1,1.675,26.84,0.7424,3.88,73,0.2784,0.8017
REC_07657,Client_041,2025-01-06 07:37:00,AutonomousVehicle,86.82,-48.5,4.499,41.12,0.7718,2.68,59,0.8383,0.8528
REC_07658,Client_053,2025-01-06 07:38:00,Wearable,44.92,-67.4,8.076,77.18,0.8081,0.52,63,0.1443,0.9991
REC_07659,Client_050,2025-01-06 07:39:00,Wearable,92.25,-65.5,1.67,37.75,0.9153,0.69,67,0.6668,0.5311
REC_07660,Client_045,2025-01-06 07:40:00,AutonomousVehicle,40.84,-53.7,1.187,130.3,0.8341,2.99,90,0.1993,0.9481
REC_07661,Client_046,2025-01-06 07:41:00,IndustrialController,70.11,-67.0,2.515,29.33,0.818,1.64,74,0.531,0.6532
REC_07662,Client_017,2025-01-06 07:42:00,SmartSensor,97.0,-77.0,0.916,52.6,0.7478,2.31,70,0.6319,0.478
REC_07663,Client_049,2025-01-06 07:43:00,AutonomousVehicle,45.13,-75.8,8.022,0.89,0.9398,2.79,106,0.7336,0.135
REC_07664,Client_099,2025-01-06 07:44:00,Wearable,71.19,-60.6,4.026,13.62,0.9271,2.91,72,0.9068,0.9166
REC_07665,Client_083,2025-01-06 07:45:00,SmartSensor,36.63,-55.0,0.559,84.49,0.904,2.95,62,0.7935,0.8938
REC_07666,Client_016,2025-01-06 07:46:00,AutonomousVehicle,33.97,-62.0,3.817,44.12,0.7808,0.44,102,0.2982,0.8794
REC_07667,Client_002,2025-01-06 07:47:00,SmartSensor,61.67,-55.7,8.159,146.1,0.8404,3.73,66,0.8431,0.9637
REC_07668,Client_091,2025-01-06 07:48:00,SmartSensor,98.13,-76.1,3.108,69.89,0.7972,1.54,61,0.0627,0.8191
REC_07669,Client_052,2025-01-06 07:49:00,AutonomousVehicle,50.78,-75.5,3.158,29.86,0.8007,0.66,89,0.7364,0.0055
REC_07670,Client_048,2025-01-06 07:50:00,SmartSensor,94.39,-37.5,5.047,75.41,0.718,0.6,65,0.4833,0.715
REC_07671,Client_082,2025-01-06 07:51:00,IndustrialController,92.29,-47.7,5.514,31.54,0.735,1.26,71,0.4396,0.4158
REC_07672,Client_037,2025-01-06 07:52:00,AutonomousVehicle,32.84,-52.3,2.761,20.04,0.9403,3.18,77,0.7005,0.9441
REC_07673,Client_051,2025-01-06 07:53:00,IndustrialController,46.16,-66.6,7.277,2.41,0.8525,2.41,71,0.0606,0.7843
REC_07674,Client_099,2025-01-06 07:54:00,Wearable,67.9,-62.4,1.55,100.36,0.7016,0.62,72,0.873,0.8031
REC_07675,Client_060,2025-01-06 07:55:00,SmartSensor,56.62,-60.0,2.315,27.15,0.9023,0.26,82,0.259,0.1088
REC_07676,Client_016,2025-01-06 07:56:00,Wearable,18.64,-46.9,2.17,57.79,0.7218,0.22,73,0.8142,0.4642
REC_07677,Client_014,2025-01-06 07:57:00,Wearable,99.43,-56.0,4.872,8.31,0.877,2.16,64,0.3227,0.4558
REC_07678,Client_013,2025-01-06 07:58:00,SmartSensor,77.74,-54.7,8.792,88.29,0.8552,3.96,72,0.734,0.4946
REC_07679,Client_079,2025-01-06 07:59:00,AutonomousVehicle,49.39,-61.7,6.803,86.92,0.7157,2.91,89,0.9193,0.7962
REC_07680,Client_029,2025-01-06 08:00:00,SmartSensor,65.64,-52.1,1.809,32.9,0.8327,4.07,69,0.6913,0.2205
REC_07681,Client_002,2025-01-06 08:01:00,Wearable,17.88,-57.0,13.632,55.76,0.7119,1.67,86,0.2348,0.1794
REC_07682,Client_099,2025-01-06 08:02:00,Wearable,54.58,-59.6,1.277,36.85,0.7161,0.79,77,0.6999,0.8579
REC_07683,Client_019,2025-01-06 08:03:00,AutonomousVehicle,93.77,-67.4,1.337,40.18,0.7128,4.03,69,0.7,0.8348
REC_07684,Client_001,2025-01-06 08:04:00,SmartSensor,90.69,-61.1,1.39,109.82,0.7639,3.67,67,0.9244,0.6662
REC_07685,Client_027,2025-01-06 08:05:00,Wearable,40.36,-70.8,2.016,170.43,0.9004,2.99,75,0.2563,0.0626
REC_07686,Client_027,2025-01-06 08:06:00,IndustrialController,57.82,-60.4,5.962,22.9,0.7906,4.45,92,0.9694,0.7201
REC_07687,Client_046,2025-01-06 08:07:00,Wearable,72.76,-59.1,5.881,20.15,0.8599,3.19,72,0.6852,0.1079
REC_07688,Client_099,2025-01-06 08:08:00,Wearable,40.6,-84.0,1.373,18.11,0.7312,2.68,62,0.3183,0.3969
REC_07689,Client_090,2025-01-06 08:09:00,AutonomousVehicle,15.84,-62.3,1.578,73.65,0.9332,2.56,65,0.5098,0.8394
REC_07690,Client_051,2025-01-06 08:10:00,IndustrialController,55.49,-71.8,5.046,64.17,0.8261,3.13,84,0.7618,0.0306
REC_07691,Client_043,2025-01-06 08:11:00,Wearable,64.15,-55.0,1.79,2.24,0.7061,2.63,66,0.0474,0.6343
REC_07692,Client_050,2025-01-06 08:12:00,Wearable,10.53,-53.6,1.429,4.63,0.8344,1.44,92,0.3362,0.5524
REC_07693,Client_029,2025-01-06 08:13:00,IndustrialController,18.6,-64.3,7.682,51.95,0.7461,4.77,87,0.8869,0.3769
REC_07694,Client_002,2025-01-06 08:14:00,SmartSensor,28.66,-54.5,0.066,16.08,0.749,4.79,65,0.1069,0.2131
REC_07695,Client_091,2025-01-06 08:15:00,SmartSensor,41.32,-54.1,4.865,4.8,0.8501,0.92,73,0.528,0.1657
REC_07696,Client_021,2025-01-06 08:16:00,Wearable,58.69,-62.3,4.849,26.69,0.7566,2.7,89,0.5756,0.84
REC_07697,Client_021,2025-01-06 08:17:00,Wearable,36.45,-44.7,4.652,104.98,0.7535,3.97,70,0.287,0.1106
REC_07698,Client_044,2025-01-06 08:18:00,SmartSensor,34.86,-67.3,2.307,22.81,0.8352,0.37,75,0.4043,0.9652
REC_07699,Client_052,2025-01-06 08:19:00,AutonomousVehicle,88.24,-45.3,1.969,59.48,0.7589,0.71,86,0.9102,0.1961
REC_07700,Client_001,2025-01-06 08:20:00,IndustrialController,23.05,-62.3,7.451,115.42,0.7276,2.77,93,0.0604,0.7214
REC_07701,Client_012,2025-01-06 08:21:00,IndustrialController,54.59,-68.4,8.74,9.28,0.8021,0.24,82,0.1614,0.5572
REC_07702,Client_042,2025-01-06 08:22:00,AutonomousVehicle,95.75,-63.5,2.185,47.04,0.713,4.18,76,0.9012,0.3744
REC_07703,Client_069,2025-01-06 08:23:00,AutonomousVehicle,66.25,-71.0,1.707,119.11,0.9263,4.38,70,0.1793,0.9142
REC_07704,Client_027,2025-01-06 08:24:00,AutonomousVehicle,74.55,-52.2,0.08,10.75,0.8129,3.71,59,0.1743,0.0342
REC_07705,Client_048,2025-01-06 08:25:00,AutonomousVehicle,48.81,-76.0,6.952,224.2,0.7033,4.13,71,0.5845,0.767
REC_07706,Client_056,2025-01-06 08:26:00,AutonomousVehicle,11.79,-46.1,4.642,22.71,0.7562,3.39,71,0.9844,0.7396
REC_07707,Client_090,2025-01-06 08:27:00,AutonomousVehicle,68.15,-69.4,5.467,12.26,0.9395,0.8,83,0.447,0.8356
REC_07708,Client_035,2025-01-06 08:28:00,IndustrialController,66.87,-51.6,4.924,90.95,0.8241,0.25,72,0.5224,0.8917
REC_07709,Client_012,2025-01-06 08:29:00,AutonomousVehicle,19.94,-59.8,2.79,31.55,0.7897,4.26,75,0.8264,0.4573
REC_07710,Client_047,2025-01-06 08:30:00,SmartSensor,51.59,-57.3,4.221,55.54,0.7788,3.57,91,0.6964,0.6751
REC_07711,Client_075,2025-01-06 08:31:00,AutonomousVehicle,92.38,-65.9,4.358,33.63,0.8042,2.05,75,0.996,0.5752
REC_07712,Client_010,2025-01-06 08:32:00,AutonomousVehicle,28.46,-56.5,8.121,51.57,0.7529,4.0,68,0.6127,0.5917
REC_07713,Client_046,2025-01-06 08:33:00,IndustrialController,51.5,-58.7,8.057,1.8,0.8873,0.36,60,0.4197,0.025
REC_07714,Client_001,2025-01-06 08:34:00,IndustrialController,51.5,-74.6,1.019,21.55,0.8271,1.66,69,0.3336,0.9628
REC_07715,Client_003,2025-01-06 08:35:00,AutonomousVehicle,82.97,-69.6,0.365,53.55,0.8879,1.78,63,0.9875,0.1621
REC_07716,Client_051,2025-01-06 08:36:00,IndustrialController,84.21,-65.4,0.633,21.6,0.7636,0.61,68,0.8084,0.4144
REC_07717,Client_031,2025-01-06 08:37:00,Wearable,78.33,-67.5,2.453,74.75,0.7004,3.73,108,0.8197,0.7004
REC_07718,Client_087,2025-01-06 08:38:00,IndustrialController,42.89,-47.5,8.542,162.06,0.9416,3.91,71,0.1944,0.2131
REC_07719,Client_063,2025-01-06 08:39:00,IndustrialController,16.48,-59.9,4.659,1.91,0.828,2.96,79,0.4604,0.1161
REC_07720,Client_051,2025-01-06 08:40:00,IndustrialController,41.45,-67.8,5.748,96.66,0.7199,2.15,98,0.0227,0.8957
REC_07721,Client_045,2025-01-06 08:41:00,IndustrialController,71.18,-64.9,2.925,9.26,0.7259,3.07,63,0.5344,0.5805
REC_07722,Client_047,2025-01-06 08:42:00,SmartSensor,73.25,-65.0,0.748,124.65,0.8087,4.5,79,0.0738,0.1347
REC_07723,Client_002,2025-01-06 08:43:00,SmartSensor,96.85,-62.9,8.408,146.68,0.8738,1.85,88,0.197,0.873
REC_07724,Client_085,2025-01-06 08:44:00,SmartSensor,50.83,-70.8,9.089,42.1,0.7992,1.74,79,0.282,0.1887
REC_07725,Client_099,2025-01-06 08:45:00,AutonomousVehicle,66.92,-68.1,2.386,32.6,0.905,3.15,69,0.8172,0.6575
REC_07726,Client_024,2025-01-06 08:46:00,AutonomousVehicle,58.53,-52.3,1.228,71.04,0.7823,3.45,81,0.1025,0.8555
REC_07727,Client_011,2025-01-06 08:47:00,Wearable,23.56,-58.1,2.751,125.06,0.7114,2.34,64,0.9074,0.6197
REC_07728,Client_011,2025-01-06 08:48:00,SmartSensor,51.51,-61.5,7.054,13.23,0.7021,4.31,72,0.5663,0.007
REC_07729,Client_068,2025-01-06 08:49:00,AutonomousVehicle,59.04,-60.0,4.043,24.1,0.9149,1.83,55,0.1087,0.6496
REC_07730,Client_068,2025-01-06 08:50:00,IndustrialController,95.57,-60.5,2.994,27.02,0.9461,3.24,82,0.9869,0.5677
REC_07731,Client_087,2025-01-06 08:51:00,IndustrialController,42.99,-62.1,6.569,93.48,0.7332,3.37,89,0.0021,0.5281
REC_07732,Client_068,2025-01-06 08:52:00,SmartSensor,98.21,-54.8,3.74,7.36,0.7155,1.54,84,0.1629,0.3061
REC_07733,Client_046,2025-01-06 08:53:00,Wearable,58.81,-55.6,1.807,48.78,0.9286,0.19,82,0.1839,0.6265
REC_07734,Client_055,2025-01-06 08:54:00,Wearable,31.82,-75.7,4.111,21.61,0.7252,4.15,74,0.8682,0.0165
REC_07735,Client_069,2025-01-06 08:55:00,IndustrialController,27.25,-61.3,0.428,108.37,0.7571,2.46,68,0.3478,0.5182
REC_07736,Client_048,2025-01-06 08:56:00,Wearable,22.75,-75.1,12.156,20.76,0.9004,0.57,58,0.8349,0.3282
REC_07737,Client_044,2025-01-06 08:57:00,SmartSensor,50.76,-53.6,5.678,190.71,0.9495,4.79,64,0.0421,0.0478
REC_07738,Client_067,2025-01-06 08:58:00,IndustrialController,11.97,-52.3,0.524,0.79,0.8215,1.55,66,0.9586,0.2624
REC_07739,Client_056,2025-01-06 08:59:00,AutonomousVehicle,50.05,-66.1,2.387,13.69,0.7527,2.42,80,0.8537,0.8367
REC_07740,Client_065,2025-01-06 09:00:00,AutonomousVehicle,98.96,-61.2,4.59,30.56,0.9119,2.47,89,0.4759,0.2584
REC_07741,Client_055,2025-01-06 09:01:00,Wearable,70.31,-81.1,4.73,14.81,0.7986,1.92,77,0.1529,0.4721
REC_07742,Client_072,2025-01-06 09:02:00,IndustrialController,78.38,-50.3,5.541,66.85,0.7682,0.84,73,0.2237,0.5652
REC_07743,Client_067,2025-01-06 09:03:00,IndustrialController,20.71,-52.9,2.849,84.25,0.8226,3.55,96,0.2278,0.2871
REC_07744,Client_052,2025-01-06 09:04:00,AutonomousVehicle,52.58,-48.5,11.163,59.79,0.9139,1.06,81,0.7028,0.5434
REC_07745,Client_069,2025-01-06 09:05:00,IndustrialController,35.76,-45.1,12.078,176.0,0.7583,3.44,58,0.3749,0.9555
REC_07746,Client_051,2025-01-06 09:06:00,IndustrialController,90.47,-72.2,6.961,30.44,0.806,4.03,74,0.0031,0.1842
